Deal,Kind,Area,High,LNC,Tempatrue,humidity,Sun,CO2,SoilWater,SoilZTemp,KNO3,NH4H2PO4,KH2PO4,K2SO4,MgSO4.7H2O,CaCl2,CaNO3.4H2O,data0,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,Area_true,High_true
0,0,0.176894085,0.149078727,0.150943396,0.714138405,0.337374169,0.673635259,0.750728391,0.869832483,0.065530494,0.331683168,1,0,0.665391969,0,1,0,0.337653122,0.337764686,0.337664927,0.33764142,0.337614217,0.337630559,0.337642046,0.337667791,0.337676176,0.337700734,0.337759071,0.337775853,0.337658403,0.337632917,0.337708636,0.337734396,811.8,37.7
0,0,0.185244533,0.164154104,0.150943396,0.640003332,0.331602179,0.331184135,0.469083846,0.839659339,0.255400871,0.331683168,1,0,0.665391969,0,1,0,0.342209276,0.342401828,0.342394394,0.342395431,0.342301395,0.342248194,0.342319322,0.342293609,0.342325042,0.34233236,0.342335823,0.342357181,0.3422727,0.342303178,0.342346874,0.342398591,848.8,40.4
0,0,0.193617549,0.179229481,0.150943396,0.70901529,0.271439127,0.21658656,0.409841373,0.80666629,0.252280381,0.331683168,1,0,0.665391969,0,1,0,0.313323449,0.313440057,0.313470347,0.313366616,0.313341735,0.313345508,0.313326359,0.313367016,0.313351032,0.313403855,0.313437395,0.313467932,0.313456934,0.313373081,0.313383639,0.313462036,885.9,43.1
0,0,0.201967997,0.194863205,0.150943396,0.467664656,0.650926103,0.129081838,0.034639042,0.78596808,0.243158898,0.331683168,1,0,0.665391969,0,1,0,0.373066379,0.373178077,0.373158335,0.373224615,0.373094499,0.373145341,0.373174146,0.37314361,0.373169347,0.373174316,0.373199558,0.373285035,0.373085924,0.373126522,0.373109062,0.373239359,922.9,45.9
0,0,0.210341014,0.209938582,0.103773585,0.57807718,0.651099666,0.44210855,0.329394626,0.749703907,0.15890541,0.331683168,1,0,0.665391969,0,1,0,0.365376473,0.365619236,0.365465286,0.365557457,0.365482089,0.365400359,0.365435671,0.365465774,0.365528906,0.365494367,0.365623154,0.36558093,0.365522808,0.365394158,0.365469779,0.365552148,960,48.6
0,0,0.214899907,0.227247348,0.150943396,0.645209576,0.41938801,0.301134511,0.436872774,0.80097005,0.173787801,0.331683168,1,0,0.665391969,0,1,0,0.355248545,0.355446505,0.355488987,0.355450345,0.355297162,0.355363898,0.355371303,0.355333831,0.355330228,0.355413769,0.355505213,0.35554707,0.355349496,0.355428985,0.355394232,0.355454008,980.2,51.7
0,0,0.219481369,0.243997767,0.245283019,0.630871581,0.231066376,0.216990344,0.349951441,0.776098337,0.193230938,0.331683168,1,0,0.665391969,0,1,0,0.335190393,0.335335133,0.335271992,0.335260467,0.33522178,0.335175244,0.335167799,0.335184133,0.335210562,0.335250918,0.335307544,0.335318385,0.335199719,0.335255303,0.335227396,0.335272631,1000.5,54.7
0,0,0.224040263,0.261306533,0.339622642,0.757468401,0.011668578,0.505959126,0.400129492,0.720489523,0.289246281,0.331683168,1,0,0.665391969,0,1,0,0.347780804,0.347893431,0.347983396,0.347888377,0.347851291,0.347724579,0.347827861,0.347801134,0.347841415,0.347922184,0.347937673,0.347964014,0.347850767,0.347785531,0.347875025,0.34791105,1020.7,57.8
0,0,0.228599156,0.278056951,0.433962264,0.544877583,0.163386736,0.275655476,0.027431108,0.673271411,0.344729419,0.331683168,1,0,0.665391969,0,1,0,0.402227961,0.402408966,0.402374991,0.402282765,0.402266896,0.402223347,0.402337125,0.402250232,0.402306963,0.402355106,0.402408007,0.402468912,0.402283378,0.402249571,0.40238578,0.40236274,1040.9,60.8
0,0,0.233158049,0.295365717,0.433962264,0.591699931,0.41488434,0.586729707,0.271285206,0.608256709,0.325492088,0.331683168,1,0,0.665391969,0,1,0,0.321008391,0.320968408,0.321091722,0.321021837,0.320957075,0.320912051,0.320955958,0.321012204,0.320967223,0.321029385,0.321155156,0.321052738,0.321021161,0.320977917,0.32096496,0.321022175,1061.1,63.9
0,0,0.237739511,0.312116136,0.528301887,0.614770449,0.237590459,0.559688958,0.177565555,0.541988607,0.368458943,0.331683168,1,0,0.665391969,0,1,0,0.387033705,0.387213162,0.387198879,0.387203696,0.387140425,0.387093958,0.38712123,0.387173668,0.387069382,0.387191146,0.387150321,0.38723775,0.387175915,0.387071503,0.387061783,0.387221894,1081.4,66.9
0,0,0.242298404,0.329424902,0.622641509,0.799218213,0.161473212,0.569392882,0.351570087,0.475551302,0.355736931,0.331683168,1,0,0.665391969,0,1,0,0.366827109,0.366947902,0.366899071,0.36696075,0.366919773,0.366830655,0.366879935,0.366952952,0.366893653,0.366966118,0.366930995,0.367012827,0.366853115,0.366859671,0.366864763,0.366969908,1101.6,70
0,0,0.271457266,0.351758794,0.622641509,0.683566191,0.322247733,0.596837429,0.255260602,0.714342118,0.330052808,0.331683168,1,0,0.665391969,0,1,0,0.367953627,0.368093626,0.368075374,0.368085063,0.368107959,0.367988781,0.368030836,0.36802428,0.368016331,0.368122552,0.36811532,0.368077305,0.367979885,0.368007781,0.368083556,0.368139273,1230.8,74
0,0,0.300616128,0.374092686,0.622641509,0.656137729,0.474246353,0.686986307,0.289899644,0.863233866,0.29404703,0.331683168,1,0,0.665391969,0,1,0,0.436615519,0.436679966,0.436656968,0.436652082,0.436625741,0.43656452,0.436629204,0.436678032,0.436608137,0.436648739,0.436702798,0.436721534,0.436628141,0.436608821,0.436606768,0.436721591,1360,78
0,0,0.329774989,0.396426577,0.528301887,0.414886889,0.550684014,0.501921244,0.003075429,0.883368107,0.206433048,0.331683168,1,0,0.665391969,0,1,0,0.436615519,0.436679966,0.436656968,0.436652082,0.436625741,0.43656452,0.436629204,0.436678032,0.436608137,0.436648739,0.436702798,0.436721534,0.436628141,0.436608821,0.436606768,0.436721591,1489.2,82
0,0,0.358933851,0.418760469,0.528301887,0.582967393,0.754336787,0.313404446,0.037714471,0.869719685,0.191310636,0.331683168,1,0,0.665391969,0,1,0,0.346319323,0.346404632,0.34642944,0.346420055,0.346230467,0.346269653,0.34635866,0.34634076,0.346317449,0.346371482,0.346381422,0.346460904,0.346384931,0.346331836,0.346340465,0.346440478,1618.4,86
0,0,0.388092713,0.441094361,0.528301887,0.618928807,0.5959476,0.486186543,0.108611201,0.785291293,0.193951056,0.331683168,1,0,0.665391969,0,1,0,0.136658024,0.136715609,0.136750365,0.136782389,0.136773393,0.13669671,0.136685838,0.136633236,0.136714106,0.136758102,0.136840753,0.136873794,0.136720778,0.136811012,0.136730708,0.136898823,1747.6,90
0,0,0.417251574,0.463428252,0.528301887,0.474218217,0.738262459,0.318484362,0.023146649,0.719361549,0.171387431,0.331683168,1,0,0.665391969,0,1,0,0.297129892,0.297187853,0.297167573,0.297200063,0.297198569,0.297153993,0.29711776,0.297089145,0.297284735,0.297138159,0.297237079,0.29727629,0.297091516,0.297170693,0.297180224,0.297224182,1876.8,94
0,0,0.446410436,0.485762144,0.509433962,0.496274108,0.740897011,0.634572041,0.027516996,0.639050235,0.160585717,0.331683168,1,0,0.665391969,0,1,0,0.486150862,0.486272295,0.486273071,0.486324276,0.486208157,0.486160601,0.486112028,0.486159464,0.486199883,0.486203606,0.486276862,0.486295989,0.486143147,0.486195327,0.486118793,0.486304691,2006,98
0,0,0.472274256,0.502512563,0.528301887,0.551979365,0.770936252,0.373712109,0.093881515,0.541875801,0.233557369,0.331683168,1,0,0.665391969,0,1,0,0.6516912,0.651759548,0.651687028,0.651741975,0.651660054,0.651566108,0.651585565,0.65169891,0.651722411,0.651626657,0.651736265,0.651662861,0.651615668,0.651543409,0.65163699,0.651754817,2120.6,101
0,0,0.498115507,0.519262982,0.433962264,0.480871574,0.839109776,0.397952405,0.028488184,0.460210915,0.229476742,0.331683168,1,0,0.665391969,0,1,0,0.449789238,0.450056915,0.450020631,0.450019046,0.449856445,0.44984345,0.449869524,0.449942378,0.449819994,0.449995954,0.450054274,0.450057712,0.450024578,0.449873283,0.449950501,0.450004541,2235.1,104
0,0,0.523979327,0.5360134,0.433962264,0.60954756,0.606997595,0.57059122,0.091129815,0.354633136,0.270043194,0.331683168,1,0,0.665391969,0,1,0,0.458694019,0.458825723,0.458827742,0.458845691,0.458712889,0.458680485,0.458772846,0.458726692,0.458698333,0.45880756,0.458889819,0.458886498,0.458835367,0.458709231,0.458767449,0.458885988,2349.7,107
0,0,0.549843147,0.552763819,0.433962264,0.586510305,0.353938039,0.519362272,0.028650049,0.250747266,0.266682666,0.331683168,1,0,0.665391969,0,1,0,0.450555217,0.450712905,0.450696992,0.450747085,0.450593856,0.450575287,0.450612178,0.450679059,0.45059361,0.450699862,0.450755977,0.450800167,0.450689956,0.450584001,0.450619356,0.450795434,2464.3,110
0,0,0.575706967,0.569514238,0.339622642,0.503609432,0.696216399,0.333203076,0.045160246,0.17545544,0.27196348,0.331683168,1,0,0.665391969,0,1,0,0.438067715,0.438169639,0.43825287,0.438199119,0.438091297,0.438083648,0.438133127,0.438149371,0.438126213,0.438172806,0.438273114,0.438222375,0.43818567,0.438143605,0.438142216,0.438268923,2578.9,113
0,0,0.601548218,0.586264657,0.339622642,0.599035259,0.820076024,0.654071088,0.0352865,0.116011513,0.221555465,0.331683168,1,0,0.665391969,0,1,0,0.636948373,0.637024813,0.636975636,0.637005001,0.636962518,0.636917661,0.636974161,0.637083115,0.63693892,0.637010071,0.637053434,0.637083696,0.636939909,0.636957435,0.63697549,0.637142711,2693.4,116
0,0,0.627412038,0.603015075,0.330188679,0.571573517,0.983867826,0.170137941,0,0.091083417,0.24291885,0.331683168,1,0,0.665391969,0,1,0,0.576859627,0.576844802,0.576956389,0.577013563,0.576900872,0.576805407,0.576831507,0.576971903,0.576863921,0.576953854,0.576982195,0.577064007,0.576873684,0.576884676,0.576962235,0.577074072,2808,119
0,0,0.637477713,0.625907314,0.339622642,0.592681297,0.919579381,0.415614866,0.021366138,0.060459092,0.224435916,0.331683168,1,0,0.665391969,0,1,0,0.608395032,0.608496807,0.60848461,0.608503204,0.608397085,0.608430987,0.608425573,0.608466861,0.608420087,0.608497047,0.608534305,0.608498511,0.608424662,0.608390184,0.608423577,0.608539248,2852.6,123.1
0,0,0.64752082,0.649357901,0.339622642,0.745242834,0.95402883,0.162114281,0.051472969,0.034854214,0.251800302,0.331683168,1,0,0.665391969,0,1,0,0.525257228,0.525413462,0.525428151,0.525377728,0.525272059,0.525272041,0.525316238,0.525354198,0.525286442,0.525386942,0.52544263,0.525437785,0.525329452,0.525284376,0.525322759,0.525473787,2897.1,127.3
0,0,0.657586495,0.67225014,0.245283019,0.801347301,0.771532596,0.447123337,0.10893493,0.011618065,0.301488266,0.331683168,1,0,0.665391969,0,1,0,0.500143811,0.500287601,0.500289144,0.500251683,0.50019745,0.500141602,0.500145225,0.500260777,0.500147709,0.500237663,0.500281416,0.500276104,0.500259138,0.500172681,0.500200146,0.500320114,2941.7,131.4
0,0,0.66765217,0.695700726,0.245283019,0.869544257,0.70238892,0.412449681,0.13726125,0.114037557,0.373019685,0.331683168,1,0,0.665391969,0,1,0,0.482217197,0.482315888,0.482365061,0.482364799,0.48224399,0.482208733,0.48230842,0.482375914,0.482223359,0.48233061,0.482420133,0.482391714,0.482361341,0.482230225,0.482228855,0.482439067,2986.3,135.6
0,0,0.677717845,0.718592965,0.245283019,0.890801723,0.643525332,0.345407889,0.155390094,0.479724761,0.439990407,0.331683168,1,0,0.665391969,0,1,0,0.407613254,0.407728854,0.407746708,0.407771409,0.407675507,0.407651037,0.407666685,0.407717041,0.407701489,0.407737608,0.407792385,0.407828433,0.407786422,0.407642206,0.407744709,0.407787021,3030.9,139.7
0,0,0.687760951,0.742043551,0.245283019,0.678343305,0.684231843,0.288747344,0.01035934,0.73024646,0.289486334,0.331683168,1,0,0.665391969,0,1,0,0.411297093,0.411499033,0.411430572,0.41144992,0.41133032,0.411299627,0.41137409,0.411357041,0.411319884,0.411407206,0.411470267,0.411495041,0.4113901,0.411309804,0.411325759,0.411508061,3075.4,143.9
0,0,0.033392764,0.034617532,0.150943396,0.790751827,0.176256977,0.697745311,1,0.7604196,0.466394624,0.331683168,1,0,0.665391969,0,1,0,0.070610698,0.070720298,0.070591468,0.070610662,0.070621125,0.070603767,0.070675047,0.070523796,0.070679853,0.070600252,0.070649961,0.070688012,0.070568984,0.070657532,0.070593239,0.070675737,175.96,17.2
0,0,0.048342323,0.043551089,0.150943396,0.65853293,0.07938373,0.5493077,0.708643574,0.747673568,0.494719171,0.331683168,1,0,0.665391969,0,1,0,0.086054156,0.086115036,0.086061754,0.086135314,0.086131071,0.086017035,0.086147994,0.08600498,0.086067682,0.08611483,0.086153689,0.086173378,0.086107158,0.08614234,0.086078345,0.086123979,242.2,18.8
0,0,0.063305423,0.053042993,0.150943396,0.371806372,0.114700982,0.401456239,0.211719003,0.721391906,0.357897263,0.331683168,1,0,0.665391969,0,1,0,0.12742202,0.127512421,0.127370849,0.127416377,0.127434954,0.127310212,0.127434372,0.127418466,0.127399456,0.127411891,0.127509295,0.127562554,0.127394224,0.127449352,0.127368629,0.127476461,308.5,20.5
0,0,0.078268523,0.061976549,0.150943396,0.544477705,0.200488645,0.62304456,0.57122046,0.842761262,0.192750849,0.331683168,1,0,0.665391969,0,1,0,0.06508367,0.065278705,0.065173206,0.065197726,0.065207697,0.065161611,0.065177745,0.06509313,0.065236722,0.06521462,0.065207121,0.065265418,0.065238674,0.065274219,0.065159215,0.065273348,374.8,22.1
0,0,0.093231623,0.071468453,0.245283019,0.670542237,0.153663013,0.295924347,0.669148592,0.958152381,0.213874229,0.331683168,1,0,0.665391969,0,1,0,0.125123544,0.125277735,0.125136239,0.125228555,0.125216496,0.125126239,0.125192206,0.125076339,0.125233354,0.125146535,0.125192757,0.125267673,0.125119893,0.125255732,0.125230546,0.12518668,441.1,23.8
0,0,0.108172155,0.08040201,0.245283019,0.54750498,0.296974721,0.296354182,0.173033344,0.954881276,0.29524726,0.331683168,1,0,0.665391969,0,1,0,0.178413322,0.178505363,0.178433482,0.178452767,0.178457251,0.178374626,0.178364533,0.178405814,0.178407238,0.17841222,0.17841636,0.178490583,0.178416516,0.178465801,0.178372956,0.178458612,507.3,25.4
0,0,0.123135255,0.089893914,0.245283019,0.596906187,0.550096586,0.387831661,0.277274199,0.912526062,0.278444543,0.331683168,1,0,0.665391969,0,1,0,0.269887725,0.270004349,0.270009624,0.269885273,0.269916006,0.269927846,0.269919762,0.269947965,0.269965464,0.269817919,0.269951208,0.270040978,0.269902203,0.26988851,0.26993884,0.269981552,573.6,27.1
0,0,0.138098355,0.098827471,0.235849057,0.756986016,0.291670006,0.667878024,0.574457753,0.881506944,0.282045124,0.331683168,1,0,0.665391969,0,1,0,0.375924393,0.376084267,0.375943688,0.376026592,0.376016345,0.375882286,0.375928813,0.376007685,0.375935532,0.375915111,0.375979923,0.376064995,0.375916535,0.375910569,0.375909903,0.376058822,639.9,28.7
0,0,0.152384391,0.114461195,0.245283019,0.699051908,0.254127623,0.360217782,0.433635481,0.902938358,0.339654349,0.331683168,1,0,0.665391969,0,1,0,0.376450848,0.376629905,0.376593403,0.376520166,0.376509921,0.376489095,0.376568003,0.376527859,0.376547064,0.376549454,0.376660138,0.376601294,0.376554258,0.376583945,0.376529712,0.376622266,703.2,31.5
0,0,0.166670428,0.129536572,0.245283019,0.001297407,0.759592545,0.008596772,0,0.917263539,0.190110417,0.331683168,1,0,0.665391969,0,1,0,0.343831804,0.343942981,0.343909251,0.343899943,0.343882136,0.34385353,0.343859249,0.343817739,0.343881786,0.343871857,0.343961599,0.343936241,0.343884475,0.343866161,0.343876664,0.343925049,766.5,34.2
0,0,0.180956465,0.145170296,0.150943396,0.714138405,0.337374169,0.673635259,0.750728391,0.869832483,0.065530494,0.331683168,1,0,0.665391969,0,1,0,0.301540449,0.301673466,0.301670862,0.301658192,0.301593747,0.301593846,0.301638086,0.301624417,0.30157169,0.30168424,0.301688383,0.301779498,0.301621003,0.301604425,0.301604244,0.301727434,829.8,37
0,0,0.195242502,0.160245673,0.150943396,0.640003332,0.331602179,0.331184135,0.469083846,0.839659339,0.255400871,0.331683168,1,0,0.665391969,0,1,0,0.341006002,0.341245397,0.341136276,0.341153895,0.341061974,0.341030642,0.341072237,0.34107746,0.341132264,0.341143807,0.341173244,0.34124975,0.341166683,0.341078074,0.341063981,0.341174092,893.1,39.7
0,0,0.209528538,0.175879397,0.150943396,0.70901529,0.271439127,0.21658656,0.409841373,0.80666629,0.252280381,0.331683168,1,0,0.665391969,0,1,0,0.332382064,0.33248297,0.332572411,0.332468632,0.332395615,0.332429279,0.332378575,0.332374651,0.332465867,0.332485303,0.332536975,0.33252343,0.332448381,0.332442021,0.332422415,0.332580609,956.4,42.5
0,0,0.223814575,0.190954774,0.150943396,0.467664656,0.650926103,0.129081838,0.034639042,0.78596808,0.243158898,0.331683168,1,0,0.665391969,0,1,0,0.391135574,0.391290565,0.3912578,0.391211234,0.391119747,0.391112958,0.391151705,0.391157602,0.391158979,0.391218988,0.391207238,0.39125969,0.391182791,0.391097599,0.391150886,0.391219479,1019.7,45.2
0,0,0.238100612,0.206588498,0.141509434,0.57807718,0.651099666,0.44210855,0.329394626,0.749703907,0.15890541,0.331683168,1,0,0.665391969,0,1,0,0.365522014,0.365674591,0.365654758,0.365675933,0.365612279,0.365517037,0.365610963,0.3656254,0.365543466,0.365665858,0.365697785,0.365676092,0.365605136,0.365631868,0.365652256,0.365685149,1083,48
0,0,0.240492902,0.223338917,0.245283019,0.645209576,0.41938801,0.301134511,0.436872774,0.80097005,0.173787801,0.331683168,1,0,0.665391969,0,1,0,0.29752809,0.297797895,0.297754578,0.297627493,0.297644565,0.297519013,0.297652976,0.29758459,0.297517783,0.297693504,0.297687531,0.297739311,0.297652655,0.297662986,0.297674001,0.29768238,1093.6,51
0,0,0.242907761,0.240647683,0.245283019,0.630871581,0.231066376,0.216990344,0.349951441,0.776098337,0.193230938,0.331683168,1,0,0.665391969,0,1,0,0.312730147,0.312845899,0.312959223,0.312832176,0.312809583,0.312755785,0.31278496,0.312817025,0.312842817,0.31282934,0.312892816,0.312921828,0.31285209,0.312798419,0.312814291,0.312957503,1104.3,54.1
0,0,0.245300052,0.257398102,0.339622642,0.757468401,0.011668578,0.505959126,0.400129492,0.720489523,0.289246281,0.331683168,1,0,0.665391969,0,1,0,0.319167972,0.319323116,0.319350989,0.319364644,0.319264326,0.319268209,0.319243533,0.319233126,0.319266821,0.319293033,0.319370795,0.319398778,0.319308196,0.319168815,0.319248655,0.31936787,1114.9,57.1
0,0,0.247714911,0.27414852,0.339622642,0.544877583,0.163386736,0.275655476,0.027431108,0.673271411,0.344729419,0.331683168,1,0,0.665391969,0,1,0,0.448649275,0.448682514,0.448643609,0.448627903,0.448651458,0.448569351,0.448603247,0.448612055,0.448600933,0.448660706,0.448711311,0.448727098,0.44864149,0.448640683,0.448628697,0.448662005,1125.6,60.1
0,0,0.250107202,0.290898939,0.433962264,0.591699931,0.41488434,0.586729707,0.271285206,0.608256709,0.325492088,0.331683168,1,0,0.665391969,0,1,0,0.335777124,0.335765258,0.335805194,0.335845158,0.335763055,0.335681194,0.335741259,0.335781927,0.335766314,0.335797801,0.33587049,0.335836815,0.335824578,0.335665634,0.335761025,0.335890684,1136.2,63.1
0,0,0.252522061,0.308207705,0.528301887,0.614770449,0.237590459,0.559688958,0.177565555,0.541988607,0.368458943,0.331683168,1,0,0.665391969,0,1,0,0.375247395,0.375366096,0.375390742,0.375366868,0.37526965,0.375261568,0.37535505,0.375377262,0.375259692,0.375328328,0.375406812,0.375446259,0.375345799,0.37531301,0.37531652,0.375456749,1146.9,66.2
0,0,0.254918865,0.324958124,0.547169811,0.799218213,0.161473212,0.569392882,0.351570087,0.475551302,0.355736931,0.331683168,1,0,0.665391969,0,1,0,0.306941219,0.307018384,0.30711976,0.307026423,0.307034863,0.306923367,0.307024092,0.306987819,0.307009541,0.307044216,0.307078055,0.307109261,0.307044438,0.306981159,0.307038972,0.307065474,1157.52,69.2
0,0,0.282854499,0.345616974,0.528301887,0.683566191,0.322247733,0.596837429,0.255260602,0.714342118,0.330052808,0.331683168,1,0,0.665391969,0,1,0,0.320862689,0.321039292,0.321055554,0.321031529,0.321000141,0.320983391,0.321009779,0.32093667,0.320972423,0.320978262,0.32108963,0.321016219,0.321005797,0.321005639,0.3210202,0.321051938,1281.3,72.9
0,0,0.310794647,0.366275824,0.622641509,0.656137729,0.474246353,0.686986307,0.289899644,0.863233866,0.29404703,0.331683168,1,0,0.665391969,0,1,0,0.341749809,0.341860993,0.341859489,0.341845578,0.341811326,0.341757022,0.341823986,0.341805724,0.341837342,0.341826417,0.341905871,0.341929804,0.341802397,0.341838422,0.341806655,0.341887912,1405.1,76.6
0,0,0.338734794,0.386934673,0.622641509,0.414886889,0.550684014,0.501921244,0.003075429,0.883368107,0.206433048,0.331683168,1,0,0.665391969,0,1,0,0.341749809,0.341860993,0.341859489,0.341845578,0.341811326,0.341757022,0.341823986,0.341805724,0.341837342,0.341826417,0.341905871,0.341929804,0.341802397,0.341838422,0.341806655,0.341887912,1528.9,80.3
0,0,0.366674942,0.407035176,0.622641509,0.582967393,0.754336787,0.313404446,0.037714471,0.869719685,0.191310636,0.331683168,1,0,0.665391969,0,1,0,0.308655792,0.308760488,0.308751305,0.308759329,0.308658735,0.308676725,0.308679764,0.30862363,0.308653505,0.308665788,0.308766515,0.308820989,0.308761799,0.308674573,0.308702047,0.308808904,1652.7,83.9
0,0,0.394592521,0.427694026,0.622641509,0.618928807,0.5959476,0.486186543,0.108611201,0.785291293,0.193951056,0.331683168,1,0,0.665391969,0,1,0,0.103364898,0.103413018,0.103424054,0.1034037,0.103379384,0.103305888,0.103350426,0.103325748,0.103407926,0.103386889,0.103480464,0.103445079,0.103363058,0.103403072,0.103328921,0.103428755,1776.4,87.6
0,0,0.422532668,0.448352875,0.622641509,0.474218217,0.738262459,0.318484362,0.023146649,0.719361549,0.171387431,0.331683168,1,0,0.665391969,0,1,0,0.28633964,0.286436942,0.286342207,0.286474854,0.286343023,0.286341824,0.286350193,0.286389906,0.286396579,0.286292124,0.286420102,0.286540536,0.286370962,0.286394924,0.286364532,0.286428008,1900.2,91.3
0,0,0.450472816,0.469011725,0.679245283,0.496274108,0.740897011,0.634572041,0.027516996,0.639050235,0.160585717,0.331683168,1,0,0.665391969,0,1,0,0.415739461,0.41585394,0.415824431,0.41585848,0.415842996,0.41577768,0.415769614,0.415756541,0.415781536,0.415842327,0.415897739,0.415920508,0.415828019,0.415780339,0.415771052,0.415891503,2024,95
0,0,0.447516306,0.48241206,0.622641509,0.551979365,0.770936252,0.373712109,0.093881515,0.541875801,0.233557369,0.331683168,1,0,0.665391969,0,1,0,0.46940187,0.469486251,0.469455628,0.469549011,0.469394684,0.469329741,0.4693733,0.469423992,0.469418746,0.469503023,0.469514948,0.469577223,0.469442321,0.469464532,0.469346747,0.46942921,2010.9,97.4
0,0,0.444537227,0.496370743,0.622641509,0.480871574,0.839109776,0.397952405,0.028488184,0.460210915,0.229476742,0.331683168,1,0,0.665391969,0,1,0,0.444213332,0.444320937,0.444391556,0.444342405,0.444187994,0.44418909,0.444211221,0.444317522,0.444280061,0.444371708,0.444420961,0.444432608,0.444299301,0.44427338,0.444238582,0.4443831,1997.7,99.9
0,0,0.441580717,0.509771078,0.622641509,0.60954756,0.606997595,0.57059122,0.091129815,0.354633136,0.270043194,0.331683168,1,0,0.665391969,0,1,0,0.417432901,0.417562462,0.417626275,0.417601905,0.417453372,0.417371692,0.417488917,0.417512332,0.417445794,0.417559656,0.417631447,0.417653603,0.41753602,0.417477582,0.417492694,0.41762888,1984.6,102.3
